date,concentration,day,month,year,day_of_week,timestamp,month_sin,month_cos,years_since_start,season
2019-06-24,0.2237484185794325,24,6,2019,0,1561334400.0,1.2246467991473532e-16,-1.0,1,3
2019-06-25,0.3332730887402856,25,6,2019,1,1561420800.0,1.2246467991473532e-16,-1.0,1,3
2019-06-26,0.3095969636725104,26,6,2019,2,1561507200.0,1.2246467991473532e-16,-1.0,1,3
2019-06-27,0.2857401048255919,27,6,2019,3,1561593600.0,1.2246467991473532e-16,-1.0,1,3
2019-06-28,0.14765949756009397,28,6,2019,4,1561680000.0,1.2246467991473532e-16,-1.0,1,3
2019-06-29,0.2857401048255919,29,6,2019,5,1561766400.0,1.2246467991473532e-16,-1.0,1,3
2019-06-30,0.21435026206397975,30,6,2019,6,1561852800.0,1.2246467991473532e-16,-1.0,1,3
2019-07-01,0.09524670160853063,1,7,2019,0,1561939200.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-02,0.07138984276161216,2,7,2019,1,1562025600.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-03,0.038134827399240914,3,7,2019,2,1562112000.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-04,0.05711187420928972,4,7,2019,3,1562198400.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-05,0.04283390565696729,5,7,2019,4,1562284800.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-06,0.05711187420928972,6,7,2019,5,1562371200.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-07,0.05241279595156335,7,7,2019,6,1562457600.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-08,0.09994577986625701,8,7,2019,0,1562544000.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-09,0.05241279595156335,9,7,2019,1,1562630400.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-10,0.07138984276161216,10,7,2019,2,1562716800.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-11,0.07138984276161216,11,7,2019,3,1562803200.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-12,0.038134827399240914,12,7,2019,4,1562889600.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-13,0.05241279595156335,13,7,2019,5,1562976000.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-14,0.08096873305620822,14,7,2019,6,1563062400.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-15,0.05241279595156335,15,7,2019,0,1563148800.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-16,0.04283390565696729,16,7,2019,1,1563235200.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-17,0.03325501536237123,17,7,2019,2,1563321600.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-18,0.04283390565696729,18,7,2019,3,1563408000.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-19,0.05241279595156335,19,7,2019,4,1563494400.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-20,0.05711187420928972,20,7,2019,5,1563580800.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-21,0.04283390565696729,21,7,2019,6,1563667200.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-22,0.047532983914693655,22,7,2019,0,1563753600.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-23,0.038134827399240914,23,7,2019,1,1563840000.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-24,0.038134827399240914,24,7,2019,2,1563926400.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-25,0.047532983914693655,25,7,2019,3,1564012800.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-26,0.05241279595156335,26,7,2019,4,1564099200.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-27,0.05711187420928972,27,7,2019,5,1564185600.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-28,0.023856858846918492,28,7,2019,6,1564272000.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-29,0.02855593710464486,29,7,2019,0,1564358400.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-30,0.00957889029459606,30,7,2019,1,1564444800.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-07-31,0.05711187420928972,31,7,2019,2,1564531200.0,-0.4999999999999998,-0.8660254037844388,1,3
2019-08-01,0.02855593710464486,1,8,2019,3,1564617600.0,-0.8660254037844384,-0.5000000000000004,1,3
2019-08-02,0.02855593710464486,2,8,2019,4,1564704000.0,-0.8660254037844384,-0.5000000000000004,1,3
2019-08-03,0.02855593710464486,3,8,2019,5,1564790400.0,-0.8660254037844384,-0.5000000000000004,1,3
2019-08-04,0.047532983914693655,4,8,2019,6,1564876800.0,-0.8660254037844384,-0.5000000000000004,1,3
2019-08-05,0.05241279595156335,5,8,2019,0,1564963200.0,-0.8660254037844384,-0.5000000000000004,1,3
2019-08-06,0.04283390565696729,6,8,2019,1,1565049600.0,-0.8660254037844384,-0.5000000000000004,1,3
2019-08-07,0.023856858846918492,7,8,2019,2,1565136000.0,-0.8660254037844384,-0.5000000000000004,1,3
2019-08-08,0.02855593710464486,8,8,2019,3,1565222400.0,-0.8660254037844384,-0.5000000000000004,1,3
2019-08-09,0.02855593710464486,9,8,2019,4,1565308800.0,-0.8660254037844384,-0.5000000000000004,1,3
2019-08-10,0.05241279595156335,10,8,2019,5,1565395200.0,-0.8660254037844384,-0.5000000000000004,1,3
2019-08-11,0.038134827399240914,11,8,2019,6,1565481600.0,-0.8660254037844384,-0.5000000000000004,1,3
2019-08-12,0.09054762335080427,12,8,2019,0,1565568000.0,-0.8660254037844384,-0.5000000000000004,1,3
2019-08-13,0.047532983914693655,13,8,2019,1,1565654400.0,-0.8660254037844384,-0.5000000000000004,1,3
2019-08-14,0.02855593710464486,14,8,2019,2,1565740800.0,-0.8660254037844384,-0.5000000000000004,1,3
2019-08-15,0.04283390565696729,15,8,2019,3,1565827200.0,-0.8660254037844384,-0.5000000000000004,1,3
2019-08-16,0.047532983914693655,16,8,2019,4,1565913600.0,-0.8660254037844384,-0.5000000000000004,1,3
2019-08-17,0.02855593710464486,17,8,2019,5,1566000000.0,-0.8660254037844384,-0.5000000000000004,1,3
2019-08-18,0.03325501536237123,18,8,2019,6,1566086400.0,-0.8660254037844384,-0.5000000000000004,1,3
2019-08-19,0.0189770468100488,19,8,2019,0,1566172800.0,-0.8660254037844384,-0.5000000000000004,1,3
2019-08-27,0.01427796855232243,27,8,2019,1,1566864000.0,-0.8660254037844384,-0.5000000000000004,1,3
2019-08-28,0.00957889029459606,28,8,2019,2,1566950400.0,-0.8660254037844384,-0.5000000000000004,1,3
2019-08-29,0.00957889029459606,29,8,2019,3,1567036800.0,-0.8660254037844384,-0.5000000000000004,1,3
2019-08-30,0.0046990782577263695,30,8,2019,4,1567123200.0,-0.8660254037844384,-0.5000000000000004,1,3
2019-08-31,0.0,31,8,2019,5,1567209600.0,-0.8660254037844384,-0.5000000000000004,1,3
2019-09-01,0.0046990782577263695,1,9,2019,6,1567296000.0,-1.0,-1.8369701987210297e-16,1,4
2019-09-02,0.00957889029459606,2,9,2019,0,1567382400.0,-1.0,-1.8369701987210297e-16,1,4
2019-09-03,0.01427796855232243,3,9,2019,1,1567468800.0,-1.0,-1.8369701987210297e-16,1,4
2019-09-04,0.00957889029459606,4,9,2019,2,1567555200.0,-1.0,-1.8369701987210297e-16,1,4
2019-09-05,0.00957889029459606,5,9,2019,3,1567641600.0,-1.0,-1.8369701987210297e-16,1,4
2019-09-06,0.0,6,9,2019,4,1567728000.0,-1.0,-1.8369701987210297e-16,1,4
2019-09-07,0.0,7,9,2019,5,1567814400.0,-1.0,-1.8369701987210297e-16,1,4
2019-09-08,0.0,8,9,2019,6,1567900800.0,-1.0,-1.8369701987210297e-16,1,4
2019-09-09,0.00957889029459606,9,9,2019,0,1567987200.0,-1.0,-1.8369701987210297e-16,1,4
2019-09-10,0.00957889029459606,10,9,2019,1,1568073600.0,-1.0,-1.8369701987210297e-16,1,4
2019-09-11,0.01427796855232243,11,9,2019,2,1568160000.0,-1.0,-1.8369701987210297e-16,1,4
2019-09-12,0.0189770468100488,12,9,2019,3,1568246400.0,-1.0,-1.8369701987210297e-16,1,4
2019-09-13,0.01427796855232243,13,9,2019,4,1568332800.0,-1.0,-1.8369701987210297e-16,1,4
2019-09-14,0.01427796855232243,14,9,2019,5,1568419200.0,-1.0,-1.8369701987210297e-16,1,4
2019-09-15,0.00957889029459606,15,9,2019,6,1568505600.0,-1.0,-1.8369701987210297e-16,1,4
2019-09-16,0.01427796855232243,16,9,2019,0,1568592000.0,-1.0,-1.8369701987210297e-16,1,4
2019-09-17,0.00957889029459606,17,9,2019,1,1568678400.0,-1.0,-1.8369701987210297e-16,1,4
2019-09-18,0.01427796855232243,18,9,2019,2,1568764800.0,-1.0,-1.8369701987210297e-16,1,4
2019-09-19,0.01427796855232243,19,9,2019,3,1568851200.0,-1.0,-1.8369701987210297e-16,1,4
2019-09-20,0.00957889029459606,20,9,2019,4,1568937600.0,-1.0,-1.8369701987210297e-16,1,4
2019-09-21,0.01427796855232243,21,9,2019,5,1569024000.0,-1.0,-1.8369701987210297e-16,1,4
2019-09-22,0.00957889029459606,22,9,2019,6,1569110400.0,-1.0,-1.8369701987210297e-16,1,4
2019-09-23,0.0189770468100488,23,9,2019,0,1569196800.0,-1.0,-1.8369701987210297e-16,1,4
2019-09-24,0.01427796855232243,24,9,2019,1,1569283200.0,-1.0,-1.8369701987210297e-16,1,4
2019-09-25,0.01427796855232243,25,9,2019,2,1569369600.0,-1.0,-1.8369701987210297e-16,1,4
2019-09-26,0.00957889029459606,26,9,2019,3,1569456000.0,-1.0,-1.8369701987210297e-16,1,4
2019-09-27,0.01427796855232243,27,9,2019,4,1569542400.0,-1.0,-1.8369701987210297e-16,1,4
2019-09-28,0.00957889029459606,28,9,2019,5,1569628800.0,-1.0,-1.8369701987210297e-16,1,4
2019-09-29,0.01427796855232243,29,9,2019,6,1569715200.0,-1.0,-1.8369701987210297e-16,1,4
2019-09-30,0.0189770468100488,30,9,2019,0,1569801600.0,-1.0,-1.8369701987210297e-16,1,4
2019-10-01,0.0046990782577263695,1,10,2019,1,1569888000.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-02,0.00957889029459606,2,10,2019,2,1569974400.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-03,0.0046990782577263695,3,10,2019,3,1570060800.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-04,0.0046990782577263695,4,10,2019,4,1570147200.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-05,0.01427796855232243,5,10,2019,5,1570233600.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-06,0.0046990782577263695,6,10,2019,6,1570320000.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-07,0.0046990782577263695,7,10,2019,0,1570406400.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-08,0.01427796855232243,8,10,2019,1,1570492800.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-09,0.0,9,10,2019,2,1570579200.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-10,0.0046990782577263695,10,10,2019,3,1570665600.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-11,0.0046990782577263695,11,10,2019,4,1570752000.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-12,0.0046990782577263695,12,10,2019,5,1570838400.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-13,0.01427796855232243,13,10,2019,6,1570924800.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-14,0.0189770468100488,14,10,2019,0,1571011200.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-15,0.01427796855232243,15,10,2019,1,1571097600.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-16,0.01427796855232243,16,10,2019,2,1571184000.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-17,0.01427796855232243,17,10,2019,3,1571270400.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-18,0.00957889029459606,18,10,2019,4,1571356800.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-19,0.0046990782577263695,19,10,2019,5,1571443200.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-20,0.00957889029459606,20,10,2019,6,1571529600.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-21,0.0046990782577263695,21,10,2019,0,1571616000.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-22,0.0,22,10,2019,1,1571702400.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-23,0.0,23,10,2019,2,1571788800.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-24,0.0046990782577263695,24,10,2019,3,1571875200.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-25,0.0046990782577263695,25,10,2019,4,1571961600.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-26,0.01427796855232243,26,10,2019,5,1572048000.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-27,0.0,27,10,2019,6,1572134400.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-28,0.0,28,10,2019,0,1572220800.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-29,0.0,29,10,2019,1,1572307200.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-30,0.0,30,10,2019,2,1572393600.0,-0.8660254037844386,0.5000000000000001,1,4
2019-10-31,0.0,31,10,2019,3,1572480000.0,-0.8660254037844386,0.5000000000000001,1,4
2019-11-01,0.0,1,11,2019,4,1572566400.0,-0.5000000000000004,0.8660254037844384,1,4
2019-11-02,0.0,2,11,2019,5,1572652800.0,-0.5000000000000004,0.8660254037844384,1,4
2019-11-03,0.0,3,11,2019,6,1572739200.0,-0.5000000000000004,0.8660254037844384,1,4
2019-11-04,0.0,4,11,2019,0,1572825600.0,-0.5000000000000004,0.8660254037844384,1,4
2019-11-05,0.0,5,11,2019,1,1572912000.0,-0.5000000000000004,0.8660254037844384,1,4
2019-11-06,0.0,6,11,2019,2,1572998400.0,-0.5000000000000004,0.8660254037844384,1,4
2019-11-07,0.0,7,11,2019,3,1573084800.0,-0.5000000000000004,0.8660254037844384,1,4
2019-11-08,0.0,8,11,2019,4,1573171200.0,-0.5000000000000004,0.8660254037844384,1,4
2019-11-09,0.0,9,11,2019,5,1573257600.0,-0.5000000000000004,0.8660254037844384,1,4
2019-11-10,0.0,10,11,2019,6,1573344000.0,-0.5000000000000004,0.8660254037844384,1,4
2019-11-11,0.0,11,11,2019,0,1573430400.0,-0.5000000000000004,0.8660254037844384,1,4
2019-11-19,0.0,19,11,2019,1,1574121600.0,-0.5000000000000004,0.8660254037844384,1,4
2019-11-20,0.0,20,11,2019,2,1574208000.0,-0.5000000000000004,0.8660254037844384,1,4
2019-11-21,0.0,21,11,2019,3,1574294400.0,-0.5000000000000004,0.8660254037844384,1,4
2019-11-22,0.0,22,11,2019,4,1574380800.0,-0.5000000000000004,0.8660254037844384,1,4
2019-11-23,0.0,23,11,2019,5,1574467200.0,-0.5000000000000004,0.8660254037844384,1,4
2019-11-24,0.0,24,11,2019,6,1574553600.0,-0.5000000000000004,0.8660254037844384,1,4
2019-11-25,0.0,25,11,2019,0,1574640000.0,-0.5000000000000004,0.8660254037844384,1,4
2019-11-26,0.0,26,11,2019,1,1574726400.0,-0.5000000000000004,0.8660254037844384,1,4
2019-11-27,0.0,27,11,2019,2,1574812800.0,-0.5000000000000004,0.8660254037844384,1,4
2019-11-28,0.0,28,11,2019,3,1574899200.0,-0.5000000000000004,0.8660254037844384,1,4
2019-11-29,0.0,29,11,2019,4,1574985600.0,-0.5000000000000004,0.8660254037844384,1,4
2019-11-30,0.0,30,11,2019,5,1575072000.0,-0.5000000000000004,0.8660254037844384,1,4
2019-12-01,0.0,1,12,2019,6,1575158400.0,-2.4492935982947064e-16,1.0,1,1
2019-12-02,0.0,2,12,2019,0,1575244800.0,-2.4492935982947064e-16,1.0,1,1
2019-12-03,0.0,3,12,2019,1,1575331200.0,-2.4492935982947064e-16,1.0,1,1
2019-12-04,0.0046990782577263695,4,12,2019,2,1575417600.0,-2.4492935982947064e-16,1.0,1,1
2019-12-05,0.0,5,12,2019,3,1575504000.0,-2.4492935982947064e-16,1.0,1,1
2019-12-06,0.0,6,12,2019,4,1575590400.0,-2.4492935982947064e-16,1.0,1,1
2019-12-07,0.0,7,12,2019,5,1575676800.0,-2.4492935982947064e-16,1.0,1,1
2019-12-08,0.0,8,12,2019,6,1575763200.0,-2.4492935982947064e-16,1.0,1,1
2019-12-09,0.0,9,12,2019,0,1575849600.0,-2.4492935982947064e-16,1.0,1,1
2019-12-10,0.0046990782577263695,10,12,2019,1,1575936000.0,-2.4492935982947064e-16,1.0,1,1
2019-12-11,0.0,11,12,2019,2,1576022400.0,-2.4492935982947064e-16,1.0,1,1
2019-12-12,0.0,12,12,2019,3,1576108800.0,-2.4492935982947064e-16,1.0,1,1
2019-12-13,0.0,13,12,2019,4,1576195200.0,-2.4492935982947064e-16,1.0,1,1
2019-12-14,0.0,14,12,2019,5,1576281600.0,-2.4492935982947064e-16,1.0,1,1
2019-12-15,0.0,15,12,2019,6,1576368000.0,-2.4492935982947064e-16,1.0,1,1
2019-12-16,0.0,16,12,2019,0,1576454400.0,-2.4492935982947064e-16,1.0,1,1
2019-12-17,0.0,17,12,2019,1,1576540800.0,-2.4492935982947064e-16,1.0,1,1
2019-12-18,0.0,18,12,2019,2,1576627200.0,-2.4492935982947064e-16,1.0,1,1
2019-12-19,0.0,19,12,2019,3,1576713600.0,-2.4492935982947064e-16,1.0,1,1
2019-12-20,0.0,20,12,2019,4,1576800000.0,-2.4492935982947064e-16,1.0,1,1
2019-12-21,0.0,21,12,2019,5,1576886400.0,-2.4492935982947064e-16,1.0,1,1
2019-12-22,0.0,22,12,2019,6,1576972800.0,-2.4492935982947064e-16,1.0,1,1
2019-12-23,0.0,23,12,2019,0,1577059200.0,-2.4492935982947064e-16,1.0,1,1
2019-12-24,0.0,24,12,2019,1,1577145600.0,-2.4492935982947064e-16,1.0,1,1
2019-12-25,0.0,25,12,2019,2,1577232000.0,-2.4492935982947064e-16,1.0,1,1
2019-12-26,0.0,26,12,2019,3,1577318400.0,-2.4492935982947064e-16,1.0,1,1
2019-12-27,0.0,27,12,2019,4,1577404800.0,-2.4492935982947064e-16,1.0,1,1
2019-12-28,0.0,28,12,2019,5,1577491200.0,-2.4492935982947064e-16,1.0,1,1
2019-12-29,0.0,29,12,2019,6,1577577600.0,-2.4492935982947064e-16,1.0,1,1
2019-12-30,0.0,30,12,2019,0,1577664000.0,-2.4492935982947064e-16,1.0,1,1
2019-12-31,0.0,31,12,2019,1,1577750400.0,-2.4492935982947064e-16,1.0,1,1
2020-01-01,0.0,1,1,2020,2,1577836800.0,0.49999999999999994,0.8660254037844387,2,1
2020-01-02,0.0,2,1,2020,3,1577923200.0,0.49999999999999994,0.8660254037844387,2,1
2020-01-03,0.0,3,1,2020,4,1578009600.0,0.49999999999999994,0.8660254037844387,2,1
2020-01-04,0.0,4,1,2020,5,1578096000.0,0.49999999999999994,0.8660254037844387,2,1
2020-01-05,0.0,5,1,2020,6,1578182400.0,0.49999999999999994,0.8660254037844387,2,1
2020-01-06,0.0,6,1,2020,0,1578268800.0,0.49999999999999994,0.8660254037844387,2,1
2020-01-09,0.0,9,1,2020,3,1578528000.0,0.49999999999999994,0.8660254037844387,2,1
2020-01-10,0.0,10,1,2020,4,1578614400.0,0.49999999999999994,0.8660254037844387,2,1
2020-01-11,0.0,11,1,2020,5,1578700800.0,0.49999999999999994,0.8660254037844387,2,1
2020-01-12,0.0,12,1,2020,6,1578787200.0,0.49999999999999994,0.8660254037844387,2,1
2020-01-13,0.0,13,1,2020,0,1578873600.0,0.49999999999999994,0.8660254037844387,2,1
2020-01-14,0.0,14,1,2020,1,1578960000.0,0.49999999999999994,0.8660254037844387,2,1
2020-01-15,0.0,15,1,2020,2,1579046400.0,0.49999999999999994,0.8660254037844387,2,1
2020-01-16,0.0,16,1,2020,3,1579132800.0,0.49999999999999994,0.8660254037844387,2,1
2020-01-17,0.0,17,1,2020,4,1579219200.0,0.49999999999999994,0.8660254037844387,2,1
2020-01-18,0.0,18,1,2020,5,1579305600.0,0.49999999999999994,0.8660254037844387,2,1
2020-01-19,0.0,19,1,2020,6,1579392000.0,0.49999999999999994,0.8660254037844387,2,1
2020-01-20,0.0,20,1,2020,0,1579478400.0,0.49999999999999994,0.8660254037844387,2,1
2020-01-21,0.0,21,1,2020,1,1579564800.0,0.49999999999999994,0.8660254037844387,2,1
2020-01-22,0.0,22,1,2020,2,1579651200.0,0.49999999999999994,0.8660254037844387,2,1
2020-01-23,0.0,23,1,2020,3,1579737600.0,0.49999999999999994,0.8660254037844387,2,1
2020-01-24,0.0,24,1,2020,4,1579824000.0,0.49999999999999994,0.8660254037844387,2,1
2020-01-25,0.0,25,1,2020,5,1579910400.0,0.49999999999999994,0.8660254037844387,2,1
2020-01-26,0.0,26,1,2020,6,1579996800.0,0.49999999999999994,0.8660254037844387,2,1
2020-02-03,0.0,3,2,2020,0,1580688000.0,0.8660254037844386,0.5000000000000001,2,1
2020-02-04,0.0,4,2,2020,1,1580774400.0,0.8660254037844386,0.5000000000000001,2,1
2020-02-05,0.0,5,2,2020,2,1580860800.0,0.8660254037844386,0.5000000000000001,2,1
2020-02-06,0.0,6,2,2020,3,1580947200.0,0.8660254037844386,0.5000000000000001,2,1
2020-02-07,0.0,7,2,2020,4,1581033600.0,0.8660254037844386,0.5000000000000001,2,1
2020-02-08,0.0,8,2,2020,5,1581120000.0,0.8660254037844386,0.5000000000000001,2,1
2020-02-09,0.0,9,2,2020,6,1581206400.0,0.8660254037844386,0.5000000000000001,2,1
2020-02-10,0.0,10,2,2020,0,1581292800.0,0.8660254037844386,0.5000000000000001,2,1
2020-02-11,0.00957889029459606,11,2,2020,1,1581379200.0,0.8660254037844386,0.5000000000000001,2,1
2020-02-12,0.0,12,2,2020,2,1581465600.0,0.8660254037844386,0.5000000000000001,2,1
2020-02-13,0.0046990782577263695,13,2,2020,3,1581552000.0,0.8660254037844386,0.5000000000000001,2,1
2020-02-14,0.0046990782577263695,14,2,2020,4,1581638400.0,0.8660254037844386,0.5000000000000001,2,1
2020-02-15,0.00957889029459606,15,2,2020,5,1581724800.0,0.8660254037844386,0.5000000000000001,2,1
2020-02-16,0.0,16,2,2020,6,1581811200.0,0.8660254037844386,0.5000000000000001,2,1
2020-02-17,0.0,17,2,2020,0,1581897600.0,0.8660254037844386,0.5000000000000001,2,1
2020-02-18,0.00957889029459606,18,2,2020,1,1581984000.0,0.8660254037844386,0.5000000000000001,2,1
2020-02-19,0.00957889029459606,19,2,2020,2,1582070400.0,0.8660254037844386,0.5000000000000001,2,1
2020-02-20,0.0046990782577263695,20,2,2020,3,1582156800.0,0.8660254037844386,0.5000000000000001,2,1
2020-02-21,0.0046990782577263695,21,2,2020,4,1582243200.0,0.8660254037844386,0.5000000000000001,2,1
2020-02-22,0.00957889029459606,22,2,2020,5,1582329600.0,0.8660254037844386,0.5000000000000001,2,1
2020-02-23,0.00957889029459606,23,2,2020,6,1582416000.0,0.8660254037844386,0.5000000000000001,2,1
2020-02-24,0.0,24,2,2020,0,1582502400.0,0.8660254037844386,0.5000000000000001,2,1
2020-02-25,0.0,25,2,2020,1,1582588800.0,0.8660254037844386,0.5000000000000001,2,1
2020-02-26,0.0,26,2,2020,2,1582675200.0,0.8660254037844386,0.5000000000000001,2,1
2020-02-27,0.0,27,2,2020,3,1582761600.0,0.8660254037844386,0.5000000000000001,2,1
2020-02-28,0.0,28,2,2020,4,1582848000.0,0.8660254037844386,0.5000000000000001,2,1
2020-02-29,0.0,29,2,2020,5,1582934400.0,0.8660254037844386,0.5000000000000001,2,1
2020-03-01,0.0,1,3,2020,6,1583020800.0,1.0,6.123233995736766e-17,2,2
2020-03-02,0.03325501536237123,2,3,2020,0,1583107200.0,1.0,6.123233995736766e-17,2,2
2020-03-03,0.023856858846918492,3,3,2020,1,1583193600.0,1.0,6.123233995736766e-17,2,2
2020-03-04,0.0189770468100488,4,3,2020,2,1583280000.0,1.0,6.123233995736766e-17,2,2
2020-03-05,0.023856858846918492,5,3,2020,3,1583366400.0,1.0,6.123233995736766e-17,2,2
2020-03-06,0.023856858846918492,6,3,2020,4,1583452800.0,1.0,6.123233995736766e-17,2,2
2020-03-07,0.02855593710464486,7,3,2020,5,1583539200.0,1.0,6.123233995736766e-17,2,2
2020-03-08,0.023856858846918492,8,3,2020,6,1583625600.0,1.0,6.123233995736766e-17,2,2
2020-03-09,0.0189770468100488,9,3,2020,0,1583712000.0,1.0,6.123233995736766e-17,2,2
2020-03-10,0.038134827399240914,10,3,2020,1,1583798400.0,1.0,6.123233995736766e-17,2,2
2020-03-11,0.023856858846918492,11,3,2020,2,1583884800.0,1.0,6.123233995736766e-17,2,2
2020-03-12,0.01427796855232243,12,3,2020,3,1583971200.0,1.0,6.123233995736766e-17,2,2
2020-03-13,0.023856858846918492,13,3,2020,4,1584057600.0,1.0,6.123233995736766e-17,2,2
2020-03-14,0.038134827399240914,14,3,2020,5,1584144000.0,1.0,6.123233995736766e-17,2,2
2020-03-15,0.02855593710464486,15,3,2020,6,1584230400.0,1.0,6.123233995736766e-17,2,2
2020-03-16,0.04283390565696729,16,3,2020,0,1584316800.0,1.0,6.123233995736766e-17,2,2
2020-03-17,0.05711187420928972,17,3,2020,1,1584403200.0,1.0,6.123233995736766e-17,2,2
2020-03-18,0.047532983914693655,18,3,2020,2,1584489600.0,1.0,6.123233995736766e-17,2,2
2020-03-19,0.047532983914693655,19,3,2020,3,1584576000.0,1.0,6.123233995736766e-17,2,2
2020-03-20,0.09054762335080427,20,3,2020,4,1584662400.0,1.0,6.123233995736766e-17,2,2
2020-03-21,0.04283390565696729,21,3,2020,5,1584748800.0,1.0,6.123233995736766e-17,2,2
2020-03-22,0.06199168624615941,22,3,2020,6,1584835200.0,1.0,6.123233995736766e-17,2,2
2020-03-23,0.05241279595156335,23,3,2020,0,1584921600.0,1.0,6.123233995736766e-17,2,2
2020-03-24,0.047532983914693655,24,3,2020,1,1585008000.0,1.0,6.123233995736766e-17,2,2
2020-03-25,0.038134827399240914,25,3,2020,2,1585094400.0,1.0,6.123233995736766e-17,2,2
2020-03-26,0.047532983914693655,26,3,2020,3,1585180800.0,1.0,6.123233995736766e-17,2,2
2020-03-27,0.02855593710464486,27,3,2020,4,1585267200.0,1.0,6.123233995736766e-17,2,2
2020-03-28,0.038134827399240914,28,3,2020,5,1585353600.0,1.0,6.123233995736766e-17,2,2
2020-03-29,0.05241279595156335,29,3,2020,6,1585440000.0,1.0,6.123233995736766e-17,2,2
2020-03-30,0.08566781131393458,30,3,2020,0,1585526400.0,1.0,6.123233995736766e-17,2,2
2020-03-31,0.05241279595156335,31,3,2020,1,1585612800.0,1.0,6.123233995736766e-17,2,2
2020-04-01,0.02855593710464486,1,4,2020,2,1585699200.0,0.8660254037844387,-0.49999999999999983,2,2
2020-04-02,0.06199168624615941,2,4,2020,3,1585785600.0,0.8660254037844387,-0.49999999999999983,2,2
2020-04-03,0.07138984276161216,3,4,2020,4,1585872000.0,0.8660254037844387,-0.49999999999999983,2,2
2020-04-04,0.1048255919031267,4,4,2020,5,1585958400.0,0.8660254037844387,-0.49999999999999983,2,2
2020-04-05,0.1715163564070125,5,4,2020,6,1586044800.0,0.8660254037844387,-0.49999999999999983,2,2
2020-04-06,0.15235857581782036,6,4,2020,0,1586131200.0,0.8660254037844387,-0.49999999999999983,2,2
2020-04-07,0.14277968552322431,7,4,2020,1,1586217600.0,0.8660254037844387,-0.49999999999999983,2,2
2020-04-08,0.19049340321706126,8,4,2020,2,1586304000.0,0.8660254037844387,-0.49999999999999983,2,2
